Country,EdLevel,LearnCode,Age,YearsCodePro,Salary
Germany,Master’s degree,School,45-54 years old,25.0,103776.0
Germany,Less than a Bachelors,Online Resources,35-44 years old,15.0,63564.0
Brazil,Less than a Bachelors,Online Resources,18-24 years old,4.0,43980.0
Germany,PHD,Others,35-44 years old,12.0,94045.0
Norway,Master’s degree,Online Resources,25-34 years old,0.5,53948.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,15.0,71093.0
Sweden,Bachelor’s degree,School,25-34 years old,11.0,65052.0
Ukraine,Master’s degree,Online Resources,25-34 years old,6.0,78300.0
Poland,Master’s degree,Others,35-44 years old,13.0,57708.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,7.0,81074.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,25-34 years old,5.0,46533.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,9.0,64859.0
Spain,Less than a Bachelors,Online Resources,25-34 years old,4.0,48644.0
Poland,Bachelor’s degree,Online Resources,18-24 years old,4.0,42528.0
Italy,Master’s degree,School,35-44 years old,8.0,48644.0
Germany,Professional degree,Online Resources,35-44 years old,14.0,64859.0
Germany,Bachelor’s degree,Others,55-64 years old,35.0,89721.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,3.0,59454.0
Germany,Less than a Bachelors,Others,35-44 years old,19.0,98580.0
Sweden,Bachelor’s degree,Online Resources,25-34 years old,12.0,77730.0
Poland,Master’s degree,School,25-34 years old,3.0,72900.0
Sweden,Master’s degree,Online Resources,25-34 years old,10.0,67500.0
Italy,Bachelor’s degree,Online Resources,18-24 years old,5.0,51888.0
Norway,Bachelor’s degree,Online Resources,18-24 years old,3.0,60421.0
Sweden,Bachelor’s degree,School,25-34 years old,0.5,49092.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,35-44 years old,1.0,77556.0
Germany,Bachelor’s degree,School,25-34 years old,8.0,55128.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,25-34 years old,12.0,90482.0
Germany,Master’s degree,School,35-44 years old,14.0,64860.0
Poland,Master’s degree,School,25-34 years old,10.0,63792.0
Belgium,Bachelor’s degree,Online Resources,25-34 years old,7.0,54049.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,School,35-44 years old,10.0,86604.0
Netherlands,Bachelor’s degree,Online Resources,25-34 years old,10.0,75669.0
France,Master’s degree,Online Resources,25-34 years old,9.0,108098.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,35-44 years old,20.0,51704.0
Germany,Master’s degree,School,25-34 years old,5.0,57292.0
Israel,Less than a Bachelors,Online Resources,45-54 years old,25.0,84048.0
Germany,Master’s degree,School,45-54 years old,20.0,81074.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,35-44 years old,22.0,85699.0
Austria,Bachelor’s degree,School,18-24 years old,2.0,44100.0
India,Bachelor’s degree,Online Resources,25-34 years old,10.0,69809.0
Germany,Bachelor’s degree,Others,35-44 years old,15.0,77831.0
France,Master’s degree,Online Resources,25-34 years old,8.0,75669.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,23.0,103408.0
Ukraine,Bachelor’s degree,School,25-34 years old,8.0,73404.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,35-44 years old,12.0,90482.0
Norway,Bachelor’s degree,Online Resources,35-44 years old,17.0,102501.0
India,Master’s degree,Online Resources,25-34 years old,3.0,48866.0
Germany,Less than a Bachelors,Others,25-34 years old,13.0,77832.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,8.0,59459.0
Australia,PHD,Online Resources,25-34 years old,0.5,63469.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,5.0,45241.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,25-34 years old,10.0,62045.0
Spain,Bachelor’s degree,School,35-44 years old,13.0,51347.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,3.0,57768.0
France,Master’s degree,Others,25-34 years old,4.0,49725.0
Germany,Bachelor’s degree,Online Resources,35-44 years old,10.0,44352.0
Switzerland,Less than a Bachelors,Online Resources,35-44 years old,21.0,76237.0
France,Master’s degree,School,25-34 years old,5.0,50806.0
Sweden,Bachelor’s degree,School,25-34 years old,11.0,61248.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,9.0,77831.0
France,Master’s degree,School,35-44 years old,15.0,77832.0
Netherlands,Less than a Bachelors,Online Resources,25-34 years old,5.0,64859.0
United Kingdom of Great Britain and Northern Ireland,PHD,School,35-44 years old,20.0,84019.0
Germany,Less than a Bachelors,Online Resources,35-44 years old,12.0,67980.0
Czech Republic,Less than a Bachelors,Online Resources,35-44 years old,20.0,77940.0
Norway,Master’s degree,Online Resources,25-34 years old,2.0,59342.0
France,Master’s degree,School,25-34 years old,5.0,54049.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,25-34 years old,11.0,90482.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,School,25-34 years old,7.0,67215.0
Czech Republic,Bachelor’s degree,School,25-34 years old,10.0,44172.0
Spain,Master’s degree,School,35-44 years old,21.0,64859.0
India,Bachelor’s degree,Online Resources,35-44 years old,13.0,47470.0
Spain,Bachelor’s degree,Others,25-34 years old,6.0,43239.0
Germany,Master’s degree,Online Resources,35-44 years old,9.0,97288.0
Netherlands,Master’s degree,Online Resources,25-34 years old,5.0,54480.0
Israel,Less than a Bachelors,School,35-44 years old,20.0,70044.0
Israel,Less than a Bachelors,Online Resources,25-34 years old,6.0,105072.0
Germany,Bachelor’s degree,Online Resources,35-44 years old,10.0,86478.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,35-44 years old,10.0,47826.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,6.0,55776.0
Spain,Bachelor’s degree,School,25-34 years old,6.0,59670.0
Norway,Bachelor’s degree,Online Resources,25-34 years old,6.0,64740.0
Austria,Less than a Bachelors,School,18-24 years old,5.0,56211.0
Germany,Master’s degree,Online Resources,25-34 years old,4.0,52500.0
Germany,Professional degree,Others,35-44 years old,22.0,59454.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,8.0,103408.0
Italy,Bachelor’s degree,Online Resources,25-34 years old,5.0,43239.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,6.0,54935.0
France,Master’s degree,Online Resources,25-34 years old,6.0,45401.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,25-34 years old,10.0,51704.0
France,Master’s degree,Online Resources,25-34 years old,7.0,71561.0
Australia,Bachelor’s degree,School,35-44 years old,20.0,100214.0
Italy,Master’s degree,School,25-34 years old,2.0,59454.0
Spain,Bachelor’s degree,Online Resources,35-44 years old,5.0,64859.0
United Kingdom of Great Britain and Northern Ireland,PHD,Online Resources,25-34 years old,1.0,43948.0
Germany,Master’s degree,Online Resources,25-34 years old,3.0,70264.0
Germany,Less than a Bachelors,School,55-64 years old,36.0,81074.0
Norway,Master’s degree,School,25-34 years old,3.0,86316.0
Poland,Less than a Bachelors,Others,25-34 years old,9.0,97200.0
Germany,Professional degree,School,25-34 years old,14.0,65940.0
Czech Republic,Less than a Bachelors,School,25-34 years old,14.0,77940.0
India,Bachelor’s degree,Online Resources,18-24 years old,1.0,44064.0
Netherlands,Less than a Bachelors,Online Resources,45-54 years old,10.0,75669.0
Italy,PHD,Online Resources,35-44 years old,10.0,59454.0
Germany,Bachelor’s degree,School,25-34 years old,7.0,73507.0
Germany,Master’s degree,Others,35-44 years old,11.0,84316.0
Norway,Master’s degree,Online Resources,25-34 years old,2.0,54384.0
Canada,Bachelor’s degree,Online Resources,18-24 years old,1.0,98321.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,25-34 years old,5.0,53643.0
Sweden,Master’s degree,School,45-54 years old,22.0,81821.0
Netherlands,Bachelor’s degree,Online Resources,25-34 years old,6.0,51888.0
Germany,Master’s degree,Others,25-34 years old,17.0,63778.0
Spain,Master’s degree,Others,35-44 years old,9.0,57292.0
France,Master’s degree,School,25-34 years old,3.0,59454.0
Netherlands,Less than a Bachelors,Online Resources,25-34 years old,8.0,97288.0
Germany,Bachelor’s degree,Online Resources,18-24 years old,5.0,59454.0
Germany,Less than a Bachelors,Online Resources,35-44 years old,10.0,54480.0
France,Master’s degree,Others,35-44 years old,13.0,64860.0
Germany,Bachelor’s degree,Online Resources,18-24 years old,3.0,58368.0
Spain,Bachelor’s degree,Online Resources,35-44 years old,9.0,45401.0
Netherlands,Bachelor’s degree,Others,25-34 years old,14.0,87559.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,25-34 years old,3.0,45241.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,15.0,59459.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,35-44 years old,20.0,103408.0
France,Master’s degree,School,25-34 years old,8.0,48644.0
Netherlands,Bachelor’s degree,Others,35-44 years old,19.0,70264.0
Germany,Master’s degree,School,35-44 years old,10.0,58368.0
France,Master’s degree,Online Resources,25-34 years old,4.0,59000.0
Ukraine,Master’s degree,Online Resources,25-34 years old,4.0,48000.0
Ukraine,Master’s degree,Bootcamp,25-34 years old,8.0,66000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,25-34 years old,8.0,96945.0
Sweden,Master’s degree,Others,25-34 years old,8.0,49092.0
Germany,PHD,Online Resources,35-44 years old,10.0,47352.0
Ukraine,Bachelor’s degree,Online Resources,25-34 years old,5.0,48936.0
Poland,Master’s degree,School,35-44 years old,10.0,48600.0
Czech Republic,Bachelor’s degree,Online Resources,25-34 years old,3.0,54049.0
France,Master’s degree,Online Resources,35-44 years old,18.0,63778.0
France,Master’s degree,School,25-34 years old,3.0,51888.0
India,Master’s degree,School,25-34 years old,5.0,50268.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,4.0,49185.0
Australia,Bachelor’s degree,School,18-24 years old,4.0,53448.0
United Kingdom of Great Britain and Northern Ireland,PHD,Online Resources,35-44 years old,14.0,43948.0
Czech Republic,Master’s degree,School,35-44 years old,15.0,44172.0
Germany,Master’s degree,Online Resources,25-34 years old,2.0,62697.0
Germany,Less than a Bachelors,School,18-24 years old,4.0,49185.0
Germany,Master’s degree,School,35-44 years old,6.0,91883.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Bootcamp,45-54 years old,25.0,85308.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,7.0,51575.0
Germany,PHD,Others,35-44 years old,13.0,86478.0
Netherlands,Bachelor’s degree,School,25-34 years old,9.0,58672.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,35-44 years old,22.0,54935.0
Germany,Bachelor’s degree,Online Resources,35-44 years old,13.0,108098.0
Switzerland,Master’s degree,Online Resources,25-34 years old,12.0,104698.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Others,25-34 years old,5.0,84019.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,11.0,70264.0
Germany,Master’s degree,Online Resources,35-44 years old,21.0,64859.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,18-24 years old,2.0,51704.0
France,Master’s degree,Others,18-24 years old,1.0,56211.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,5.0,96000.0
Austria,Master’s degree,School,25-34 years old,12.0,70264.0
Germany,Less than a Bachelors,Others,35-44 years old,3.0,45401.0
Germany,Bachelor’s degree,School,25-34 years old,3.0,54049.0
Germany,Less than a Bachelors,School,45-54 years old,33.0,97288.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Bootcamp,35-44 years old,17.0,103408.0
France,Master’s degree,School,25-34 years old,10.0,65940.0
Germany,Master’s degree,Online Resources,35-44 years old,14.0,64860.0
Italy,Less than a Bachelors,Online Resources,55-64 years old,25.0,71340.0
France,Master’s degree,Online Resources,25-34 years old,11.0,59454.0
Netherlands,Bachelor’s degree,Online Resources,25-34 years old,6.0,67021.0
Australia,Master’s degree,Online Resources,25-34 years old,3.0,53448.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,18-24 years old,4.0,71093.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,11.0,51704.0
Germany,Less than a Bachelors,Online Resources,45-54 years old,25.0,54480.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,School,35-44 years old,24.0,90482.0
Germany,Master’s degree,School,25-34 years old,6.0,50806.0
Poland,Master’s degree,Online Resources,35-44 years old,12.0,78972.0
Israel,Less than a Bachelors,Others,25-34 years old,12.0,87552.0
Israel,Less than a Bachelors,Online Resources,18-24 years old,5.0,108564.0
Sweden,Bachelor’s degree,Others,35-44 years old,20.0,73644.0
Germany,Master’s degree,Online Resources,25-34 years old,4.0,73507.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,12.0,78848.0
France,Master’s degree,Online Resources,18-24 years old,1.0,51228.0
Austria,PHD,Online Resources,45-54 years old,30.0,86478.0
Germany,Less than a Bachelors,Online Resources,35-44 years old,16.0,77832.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,18-24 years old,3.0,51704.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,2.0,57076.0
France,Master’s degree,School,35-44 years old,15.0,70264.0
Norway,Master’s degree,Online Resources,25-34 years old,10.0,75527.0
Russian Federation,Professional degree,Others,25-34 years old,9.0,78000.0
Poland,Bachelor’s degree,Others,25-34 years old,10.0,75936.0
Switzerland,Less than a Bachelors,Online Resources,35-44 years old,18.0,85380.0
Netherlands,PHD,School,35-44 years old,15.0,54049.0
Israel,Less than a Bachelors,School,35-44 years old,7.0,87552.0
Germany,Bachelor’s degree,Others,25-34 years old,5.0,81074.0
Sweden,Master’s degree,Online Resources,35-44 years old,18.0,67502.0
Netherlands,Master’s degree,Online Resources,25-34 years old,7.0,81074.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,10.0,59454.0
Germany,Less than a Bachelors,Online Resources,18-24 years old,2.0,98000.0
Italy,Less than a Bachelors,Online Resources,45-54 years old,25.0,64859.0
India,Bachelor’s degree,School,25-34 years old,9.0,48866.0
Norway,Master’s degree,School,25-34 years old,10.0,97106.0
Belgium,Bachelor’s degree,Online Resources,45-54 years old,23.0,58368.0
United States of America,Master’s degree,Online Resources,35-44 years old,12.0,92000.0
Germany,Master’s degree,Online Resources,35-44 years old,20.0,51888.0
Netherlands,Bachelor’s degree,School,45-54 years old,27.0,78371.0
Switzerland,Master’s degree,Online Resources,25-34 years old,8.0,85385.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,6.0,85308.0
Sweden,Master’s degree,Others,45-54 years old,20.0,73644.0
